ID,Etymon ID,Headword (Source Spelling),Headword (Practical Orthography),Headword (IPA),Part of Speech,Meaning (Spanish),Meaning (English),Sources,Full Original Entry,Alternate forms/spellings,Other,Editors,,Manuscript Page Number,Isolated Manuscript Latin,Latin Definition/Stems,Manuscript Spanish,Questionable/English,Isolated Manuscript Spanish,Meaning Spanish (unmodernized)
CHTMISC1306,,tuca ahpatel tuca u-patel,tuka ahpatel; tuka upatel,,,para que,in order that,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",para que; tuca ahpatel; tuca u-patel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,para que,,,para que
CHTMISC1307,,i£ti,ikti,,,parlar,speak; tell (fables; stories),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",parlar; i£ti,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,parlar,,,parlar
CHTMISC1308,,izil,isil,,,prohibido malo,prohibited; bad,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",prohibido malo; izil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,prohibido malo,,,prohibido malo
CHTMISC1309,,quehque,kehke,,,podar,prune,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",podar; quehque,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,podar,,,podar
CHTMISC1310,,xoi,xoy,,,procesión ,procession; paradge,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",prosesion; xoi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,prosesion,,,prosesion
CHTMISC1311,,xihban,xihb'an,,,peinar,comb,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",peinar; xihban,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,peinar,,,peinar
CHTMISC1312,,bahchil,b'ahchil,,,parentesco,related; kin,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",parentesco; bahchil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,parentesco,,,parentesco
MISC4585,ETYMON433,baxan ca-hol,b'axan kahol,,,primero,first,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",primero; baxan; ca-hol,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,primero,,,primero
CHTMISC1313,,paclum,paklum,,,pared de bajareque,wattle and daub,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",pared de bajareque; paclum,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,pared de bajareque,,,pared de bajareque
CHTMISC1314,,xamal,xamal,,,pasear; lo mismo que andar,walk,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",pasear; xamal; lo mesmo que andar,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,pasear,,lo mesmo que andar,pasear; lo mismo que andar
CHTMISC1315,,hunquet,hunket,,,parejo,even,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",parejo; hunquet,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,parejo,,,parejo
CHTMISC1316,,to£,tok',,,pedernal,flint,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",pedernal; to£,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,pedernal,,,pedernal
N2832,ETYMON1103,xchumil,xchumil,,,pájaro chilchotote,vulture (large; black),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",pajaro chilchotote; xchumil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,pajaro chilchotote,,,pajaro chilchotote
CHTMISC1317,,choco,choko,,,poner la gallina,chicken (lay eggs),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",poner la gallina; choco,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,poner la gallina,,,poner la gallina
CHTMISC1318,,ac,ak,,,paja para cubrir casa,thatch (grass; straw),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",paja para cubrir casa; ac,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,paja para cubrir casa,,,paja para cubrir casa
CHTMISC1319,,pilpilna v-ut,pilpilna uut,,,parpadear,blink,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",parpadear; pilpilna v-ut,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,parpadear,,,parpadear
CHTMISC1320,,quihequihe,kihekihe,,,"pegajoso; miel, cera, copal",sticky,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",pegajoso; quihequihe; miel; sera; 	copal,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,pegajoso,,"miel, sera, copal","pegajoso; miel, cera, copal"
CHTMISC1321,,hitzhitz otohqui,hitzhitz; otohki,,,palpitar,beat (heart),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",palpitar; hitzhitz; otohqui,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,palpitar,,,palpitar
CHTMISC1322,,ahtiz,aht'is,,,pedorro,flatulent person,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",pedorro; ahtiz,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,pedorro,,,pedorro
CHTMISC1323,,nuc,nuk,,,pescuezo,neck,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",pescueso; nuc,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,pescueso,,,pescueso
CHTMISC1324,,pan,pan,,,pajaro de pico amarillo,toucan,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",paxaro de pico amarillo; pan,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.156,,,paxaro de pico amarillo,,,paxaro de pico amarillo
CHTMISC1325,,auahol,awahol,,,partir la cabeza,split (head open),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",partir la cabeza; auahol,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.157,,,partir la cabeza,,,partir la cabeza
MISC28768,ETYMON3080,machi,machi,,,quien,who,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quien; machi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159  ,,,quien,,,quien
CHTMISC1326,,cana,kana,,,querer,want,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",querer; cana,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,querer,,,querer
CHTMISC1327,,çamel tubazamel tubachiquil,samel; tubasamel; tubachikil,,,cuanto y mas,all the more so,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quanto i mas; çamel; tubazamel; tubachiquil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,quanto i mas,,,quanto i mas
CHTMISC1328,,baicoquin,baykokin,,,cuando; allí también,when,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quando; baicoquin; ali tambien,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,quando,,ali tambien,quando; alli también
CHTMISC1329,,chacal,chakal,,,cuarenta,forty,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quarenta; chacal,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,quarenta,,,quarenta
CHTMISC1330,,tuca xuca,tuka; xuka,,,que; y también lo usan mujer,what,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",que; tuca; i tambien xuca; lo usan mugeres,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,que,,i tambien lo usan mugeres,que; y también lo usan mujeres
CHTMISC1331,,tuca u-yala tacche u-yala,tuka uyala; takche uyala,,,que dice; también,what say you?,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",que dise; tuca u-yala; tacche u-yala tambien,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,que dise,,tambien,que dise; también
CHTMISC1332,,tuca xca-calen tuba,tuka xkacalen tub'a,,,que haremos de hacer,what must we do?,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",que le emos de haser; tuca xca-calen tuba,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,que le emos de haser,,,que le emos de haser
CHTMISC1333,,zihi,sihi,,,quebrar caracoles,break (snail shells),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quebrar caracoles; zihi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,quebrar caracoles,,,quebrar caracoles
CHTMISC1334,,man to cohlom caza,man to; kohlom; kasa,,,quebrantar,break (commandment); mock,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quebrantar; man to; cohlom; caza idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,idem,"idem, eadem, idem  PRON. (w/-dem ONLY, idem, eadem, idem) same, the same, the very same, also;",quebrantar,,,quebrantar
CHTMISC1335,,vnapez nacpael ,unapes; nakpael ,,,quedarse; de verbo neutro,leave behind; forget,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quedarse; vnapez; de nacpael; vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,quedarse,,de vº neuº,quedarse; de verbo neutro
CHTMISC1336,,pulu pulauel  pulal,pulu; pulawel;  pulal,,,quemar; no pasiva,burn,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quemar; pulu; pulauel no; pulal pasiba,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,quemar,,no pasiba,quemar; no pasiva
CHTMISC1337,,pulbil l puiul,pulbil l puiul,,,quemado,burned,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quemado; pulbil l puiul,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,quemado,,,quemado
CHTMISC1338,,punlib,punlib',,,quemadero,burn (place where),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quemadero; punlib,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,quemadero,,,quemadero
CHTMISC1339,,topo hocho,topo hocho,,,quebrar palo también las milpa,break (stick),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quebrar palos; topo; tambien las milpas; hocho idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,idem,"idem, eadem, idem  PRON. (w/-dem ONLY, idem, eadem, idem) same, the same, the very same, also;",quebrar palos,,tambien las milpas,quebrar palos; también las milpas
CHTMISC1340,,toxo,toxo,,,quebrar,divide; break,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quebrar; toxo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,quebrar,,,quebrar
CHTMISC1341,,toxtox toxpael ,toxtox; toxpael ,,,quebradizo; verbo neutro,divided; broken,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quebradiso; toxtox; toxpael vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,quebradiso,,vº neuº,quebradiso; verbo neutro
CHTMISC1342,,toxhain,toxhain,,,quebrar el agua; regar,sprinkle,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quebrar el agua; toxhain; regar,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,quebrar el agua,,regar,quebrar el agua; regar
CHTMISC1343,,xatuca,xatuka,,,cualquiera cosa,anything,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",qualquiera cosa; xatuca,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,qualquiera cosa,,,qualquiera cosa
CHTMISC1344,,tzuhum,tzuhum,,,cuero,leather,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quero; tzuhum,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,quero,,,quero
CHTMISC1345,,yaxtun,yaxtun,,,cuentas azules,beads (blue),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quentas azules; yaxtun,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,quentas azules,,,quentas azules
N1193,ETYMON548,calam,kalam,,,quijada,chin; jawbone,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",quijada; calam,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,quijada,,,quijada
CHTMISC1346,,tacche av-ila,takche awila,,,que te parece,how does it seem to you?,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",que te parese; tacche av-ila,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,que te parese,,,que te parese
CHTMISC1347,,çhulel çhulel,chulel; chulel,,,cual y cual; raro,which (of these); which (ones),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",qual y qual; çhulel; çhulel - raro,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.159,,,qual y qual,,raro,qual y qual; raro
CHTMISC1348,,aical,aik'al,,,rico,wealthy; rich,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",rico; aical,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.161  ,,,rico,,,rico
CHTMISC1349,,aicalil,aik'alil,,,riqueza,wealth,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",riquesa; aicalil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.161,,,riquesa,,,riquesa
CHTMISC1350,,bab,b'ab',,,remo,oar,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",remo; bab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.161,,,remo,,,remo
CHTMISC1351,,babtein,b'ab'te'in,,,remar,row,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",remar; babtein,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.161,,,remar,,,remar
CHTMISC1352,,noch,noch,,,roncar,snore,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",roncar; noch,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.161,,,roncar,,,roncar
CHTMISC1353,,bah,b'ah,,,rata,rat (gopher),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",rata; bah,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.161,,,rata,,,rata
CHTMISC1354,,bai chim vobai,b'ay; chim; wob'ai,,,red; red grande de maíz,net,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",red; bai; chim; red grande de mais; vobai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.161,,,red,,red grande de mais,red; red grande de maiz
CHTMISC1355,,buc noc,b'uk; nok,,,ropa,clothes,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",ropa; buc; noc,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.161,,,ropa,,,ropa
CHTMISC1356,,caye cacai cuclu chucu,kaye; kakay; kuklu; chuku,,,reñir,squabble; quarrel,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",reñir; caye; cacai; cuclu; chucu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.161,,,reñir,,,reñir
N2011,ETYMON863,chahac,chahak,,,rayo,lightning,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",rayo; chahac,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.161,,,rayo,,,rayo
