id,semantic tag,etymon id,language,part of speech,word (source spelling),word (practical orthography),word (ipa),english definition,spanish definition,source,page number,full original entry,alternate forms,other,editors
CHTMISC1314,PW_ST,,Ch'olti',noun,nohec,nohek',,comet,lucero,CCM,133,lucero; nohec,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1315,PA_MA,,Ch'olti',transitive verb,butez,but'es,,to fill,llenar,CCM,133,llenar; butez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUA388,QN_FU,KAUETYMON1954,Ch'olti',adjective,butul,but'ul,,full,lleno,CCM,133,lleno; butul,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1316,AV_PN,,Ch'olti',noun,vyitz bohbo,uyitz b'ohb'o,,milk thistle,leche de santa maria,CCM,133,leche de Sta. Ma.; vyitz bohbo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1317,PA_MA,,Ch'olti',transitive verb,chacha,chacha,,to clear (of paths),limpiar caminos,CCM,133,limpiar caminos; chacha,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1318,PA_MA,,Ch'olti',transitive verb,chele,chele,,to tip,ladear,CCM,133,ladear; chele,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1319,AN_AN,,Ch'olti',noun,xtuhlub,xtuhlub,,lizard,lagartija,CCM,133,lagartija; xtuhlub; otra lagartija ahchit,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1320,AN_AN,,Ch'olti',noun,ahchit,ahchit,,other lizard,otra lagartija,CCM,133,lagartija; xtuhlub; otra lagartija ahchit,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1321,SR_CR,,Ch'olti',adjective,chelel,chelel,,lopsided; tipped sideways,ladeado,CCM,133,ladeado; chelel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1322,SR_SD,,Ch'olti',noun,checchec,chekchek,,side,lado,CCM,133,lado; checchec; xel idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1323,SR_SD,,Ch'olti',noun,xel,xel,,side,lado,CCM,133,lado; checchec; xel idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1324,PT_TD,,Ch'olti',noun,chon,chon,,merchandise; that which is sold,lo que se vende,CCM,133,lo q~ se bende; chon,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1325,PA_MA,,Ch'olti',intransitive verb,choipez,choypes,,to heal someone,levantar al enfermo,CCM,133,lebantar al efermo; choipez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN1436,FD_MS,KAUETYMON636,Ch'olti',noun,chu,chu,,milk,leche,CCM,133,leche; chu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1326,SR_PL,,Ch'olti',noun,chunlib,chunlib',,place,lugar,CCM,133,lugar; chunlib,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN2202,AV_TR,KAUETYMON928,Ch'olti',noun,zi,si',,firewood,leña,CCM,133,lena; leno; zi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1327,PA_RC,,Ch'olti',noun,chaham,chaham,,cord; twine,laso; cordel; mecate,CCM,133,laso; cordel; mecate; chaham,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV730,PA_MA,KAUETYMON1345,Ch'olti',transitive verb,colo,kolo,,rid,librar,CCM,133,librar; colo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1328,PA_MA,,Ch'olti',noun,ahcolia,ahkolya,,liberator,librador,CCM,133,librador; ahcolia,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1329,PT_OP,,Ch'olti',noun,colom,kolom,,spoils of war,lo que se coge en guerra,CCM,133,lo q~ se coge en guerra; colom,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1330,AN_AN,,Ch'olti',noun,v-colom tzi,ukolom tz'i',,that which the dog hunts,lo que se caza el perro; y así. toda cosa de casa,CCM,133,lo q~ se caza el perro; v-colom tzi; y asi; toda cosa de casa,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1331,PA_MA,,Ch'olti',intransitive verb,copo,kopo,,to pick up,levantar lo caído,CCM,133,lebantar lo caido; copo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1332,MO_AR,,Ch'olti',intransitive verb,cotel,kotel,,to arrive (there),llegar,CCM,133,llegar; cotel; vº neuº ; cotez; idem vº actiuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1333,MO_AR,,Ch'olti',intransitive verb,cotez,kotes,,to arrive (there),llegar,CCM,133,llegar; cotel; vº neuº ; cotez; idem vº actiuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1334,PA_RU,,Ch'olti',transitive verb,zuhcu,suhku,,to clean (as by scraping); to shave,limpiar,CCM,134,limpiar; zuhcu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN3245,AN_IN,KAUETYMON1244,Ch'olti',noun,cucai,kukay,,"firefly, fire beetle","luciérnaga, cocuyo",CCM,134,lusiernaga grande; cucai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1335,AN_IN,,Ch'olti',noun,pilimacach,pilimakach,,small firefly,luciérnaga chica,CCM,134,lusiernaga chica; pilimacach; ahcucai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1336,AN_IN,,Ch'olti',noun,ahcucai,ahkukay,,small firefly,luciérnaga chica,CCM,134,lusiernaga chica; pilimacach; ahcucai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1337,SR_SD,,Ch'olti',noun,hau,haw,,side,lado,CCM,134,lado; hau,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1338,SR_PL,,Ch'olti',noun,illib,illib',,place of banishment,lugar de destierro,CCM,134,lugar de destierro; illib	ilib,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1339,SR_PL,,Ch'olti',noun,ilib,ilib',,place of banishment,lugar de destierro,CCM,134,lugar de destierro; illib	ilib,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1340,PA_CA,,Ch'olti',intransitive verb,lata,lata,,to carry in hands,llevar en palmas; llevar asido,CCM,134,llebar en palmas; lata; llebar asido,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1341,WH_SP,,Ch'olti',noun,lomte,lomte',,spear,lanza,CCM,134,lansa; lomte,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1342,WH_SP,,Ch'olti',noun,lomtoc,lomtok,,flint-tipped spear,lanza con punto de palo,CCM,134,lansa con punto de palo; lomtoc,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUA597,SR_FR,KAUETYMON2819,Ch'olti',adverb,naht,naht,,far,lejos,CCM,134,lejos; naht,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1343,SO_HA,,Ch'olti',noun,noob,noob',,that which helps,la que ayuda,CCM,134,la que ayuda; noob,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1344,PA_MA,,Ch'olti',noun,pali,pali,,to work; to plane (of wood),labrar tablas y palos,CCM,134,labrar tablas i palos; pali,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1345,LM_CN,,Ch'olti',transitive verb,paya,paya,,to call,llamar,CCM,134,llamar; paya,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1346,PA_RC,,Ch'olti',noun,peb,peb',,rope,laso,CCM,134,laso; peb,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1347,LM_CN,,Ch'olti',adjective,paibil,payb'il,,called,llamado,CCM,134,llamado; paibil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1348,PA_CA,,Ch'olti',intransitive verb,piti,piti,,to carry on shoulders,llevar en hombros,CCM,134,llebar en embros; piti,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1349,PA_MA,,Ch'olti',transitive verb,pichi,pichi,,"to work; to carve (e.g., of wood, stone)",labrar,CCM,134,labrar; pichi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1350,PA_TO,,Ch'olti',intransitive verb,pichib e ,pichib' e,,cleaner of teeth,limpiar dientes,CCM,134,limpiar dientes; pichib e; zuhzunte?,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1351,PA_TO,,Ch'olti',intransitive verb,zuhzunte,suhsunte,,cleaner of teeth,limpiar dientes,CCM,134,limpiar dientes; pichib e; zuhzunte?,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV629,PA_MA,KAUETYMON957,Ch'olti',transitive verb,poco,poko,,wash,lavar,CCM,134,labar; poco; generico,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1352,PA_MA,,Ch'olti',intransitive verb,pochi,pochi,,to wash (of clothes),lavar ropa,CCM,134,labar ropa; pochi; po idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1353,PA_MA,,Ch'olti',intransitive verb,po,po,,to wash (of clothes),lavar ropa,CCM,134,labar ropa; pochi; po idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1354,PA_MA,,Ch'olti',noun,poptun,poptun,,flagstone,laja,CCM,134,laja; poptun,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1355,PW_MU,,Ch'olti',noun,puclum,puklum,,mud,lodo,CCM,134,lodo; puclum; de puclumlauel vº nº el proprio hoc,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1356,PW_MU,,Ch'olti',noun,puclumlauel,puklumlawel,,mud,lodo,CCM,134,lodo; puclum; de puclumlauel vº nº el proprio hoc,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN1436,FD_MS,KAUETYMON636,Ch'olti',noun,chu,chu,,milk,leche,CCM,134,leche; chu; tambien significa idolo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1357,PA_CA,,Ch'olti',intransitive verb,queche,keche,,to carry in hands,llevar de las manos,CCM,134,llebar de los manos; queche,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1358,AN_WR,,Ch'olti',noun,tachan,tachan,,worm,lombriz,CCM,134,lumbris; tachan; lucum,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN3367,AN_WR,KAUETYMON1276,Ch'olti',noun,lucum,lukum,,worm,lombriz,CCM,134,lumbris; tachan; lucum,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1359,PA_MA,,Ch'olti',transitive verb,vabun,wab'un,,to lift,levantar,CCM,134,lebantar; vabun; vachoquin; vº actiuo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1360,PA_MA,,Ch'olti',transitive verb,vachoquin,wachokin,,to lift,levantar,CCM,134,lebantar; vabun; vachoquin; vº actiuo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1361,MT_IM,,Ch'olti',adjective,vax,wax,,crazy,loco,CCM,134,loco; vax; matac u-pucsical; tot,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1362,MT_IM,,Ch'olti',adjective,matac u-pucsical,matak upuksik'al,,crazy,loco,CCM,134,loco; vax; matac u-pucsical; tot,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1363,MT_IM,,Ch'olti',adjective,tot,tot,,crazy,loco,CCM,134,loco; vax; matac u-pucsical; tot,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN2075,TI_MT,KAUETYMON882,Ch'olti',noun,v,u,,"moon, month","luna, mes",CCM,134,luna; v; mes lo mismo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1364,BP_LI,,Ch'olti',noun,u-hol ca-ti,uhol kati',,upper lip,labio alto,CCM,134,labio alto; u-hol ca-ti,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1365,BP_LI,,Ch'olti',noun,uy-emal ca-ti,uyemal kati',,lower lip,labio bajo,CCM,134,labio bajo; uy-emal ca-ti,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1366,PW_ST,,Ch'olti',noun,vc chahon,uk chahon,,seven pleiades,las siete cabrillas,CCM,134,las siete cabrillas; vc chahon,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV831,LM_VC,KAUETYMON1395,Ch'olti',intransitive verb,vquel ,uk'el ,,cry,llorar,CCM,134,llorar; vquel; vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1367,PA_MA,,Ch'olti',noun,castilan xan,castilan xan,,brick; ladrillo,ladrillo,CCM,135,ladrillo; castilan xan,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1368,SR_FL,,Ch'olti',adjective,xalum,xalum,,level; llano,llano,CCM,135,llano; xalum,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1369,SO_CR,,Ch'olti',noun,ahxuch,ahxuch,,thief; ladron,ladrón,CCM,135,ladron; ahxuch,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1370,PA_MA,,Ch'olti',noun,xequib,xekib',,lancet; lanseta,lanceta,CCM,135,lanseta; xequib,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1371,PW_MU,,Ch'olti',noun,tzop tzop,tzop tzop,,swamp,pantano,CCM,135,pantano; tzop tzop,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1372,SP_SM,,Ch'olti',noun,yul yul,yul yul,,smooth,liso,CCM,135,liso; yul yul,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1373,PW_ST,,Ch'olti',noun,apizacab,apisakab',,venus; evening star,lucero de la noche,CCM,135,lucero de la noche; apizacab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1374,BP_HE,,Ch'olti',noun,u-tzutut ca-hol,utzutut kahol,,crown of head,"la coronilla; corre por toda ella, que parece la ve midiendo",CCM,135,la coronilla; u-tzutut ca-hol; vxin; vtzuyub ?,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1375,BP_HE,,Ch'olti',noun,vxin,uxin,,crown of head,"la coronilla; corre por toda ella, que parece la ve midiendo",CCM,135,la coronilla; u-tzutut ca-hol; vxin; vtzuyub ?,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1376,BP_HE,,Ch'olti',noun,vtzuyub ?,utzuyub',,crown of head,"la coronilla; corre por toda ella, que parece la ve midiendo",CCM,135,la coronilla; u-tzutut ca-hol; vxin; vtzuyub ?,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1377,BP_TR,,Ch'olti',noun,v-nac cau-ut,unak kawut,,tear,lagrima,CCM,135,lagrimal; v-nac cau-ut,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1378,BP_NK,,Ch'olti',noun,v-chomcom ca-nuc,uchomkom kanuk,,the jugular notch (small depression beneath adam’s apple),la ollita del pescuezo,CCM,135,la ollita de el pescueso; v-chomcom ca-nuc; comcom,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1379,BP_NK,,Ch'olti',noun,comcom,komkom,,the jugular notch (small depression beneath adam’s apple),la ollita del pescuezo,CCM,135,la ollita de el pescueso; v-chomcom ca-nuc; comcom,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1380,SR_MS,,Ch'olti',noun,u-halabteil ca-cab,uhalab'te'il kak'ab',,span; distance from hand to elbow,la distancia del codo asta la mano,CCM,135,la distansia de el codo asta la mano; u-halabteil ca-cab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1381,BP_BS,,Ch'olti',noun,capacnac,kapaknak,,epigastrium; area below sternum,la boca del estómago,CCM,135,la boca de el estomago; capacnac,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1382,QN_FU,,Ch'olti',,cal u-ti,kal uti',,brimful,lleno a la boca,CCM,135,lleno a la boca; cal u-ti,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1383,PA_RC,,Ch'olti',noun,quehb,kehb',,twisted line,línea torcida,CCM,135,linea torsida; quehb,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
