id,semantic tag,etymon id,language,part of speech,word (source spelling),word (practical orthography),word (ipa),english definition,spanish definition,source,page number,full original entry,alternate forms,other,editors
CHTMISC584,SR_PL,,Ch'olti',preposition,taca,taka,,with,con,CCM,98,con; tutze; taca; tupat idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC585,SR_PL,,Ch'olti',preposition,tupat,tupat,,with,con,CCM,98,con; tutze; taca; tupat idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC586,PA_CU,,Ch'olti',transitive verb,vxu,uxu,,"to pick (e.g., fruit from tree)",coger del árbol,CCM,98,coger de el arbol; vxu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC587,AN_HU,,Ch'olti',intransitive verb,tziquez,tzikez,,"to hunt (e.g., deer)",cazar venado,CCM,98,caçar venados; tziquez; yoli,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC588,AN_HU,,Ch'olti',intransitive verb,yoli,yoli,,"to hunt (e.g., deer)",cazar venado,CCM,98,caçar venados; tziquez; yoli,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV2137,MO_RU,KAUETYMON2631,Ch'olti',intransitive verb,ahnez,ahnes,,run,hacer correr,CCM,98,correr; ahnez; carrera; ahnel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV2137,MO_RU,KAUETYMON2631,Ch'olti',intransitive verb,ahnel,ahnel,,run,hacer correr,CCM,98,correr; ahnez; carrera; ahnel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN1097,BP_TA,KAUETYMON522,Ch'olti',noun,ne,ne,,tail,cola,CCM,98,cola de animal; ne,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC589,BP_HA,,Ch'olti',noun,cuc,kuk,,ponytail (worn by choi people),cola de choles; todo el cabello envuelto por detrás,CCM,98,cola de choles; cuc; todo el cabello enbuelto por detras,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC590,PA_CU,,Ch'olti',transitive verb,pele,pele,,"to slice (e.g., bread)","cortar pan rebanar; también es estribillo chansa (""tal vez"")",CCM,98,cortar pan rebanar; pele; tambien es estribillo  chansa,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC591,PA_KF,,Ch'olti',noun,box,b'ox,,knife,cuchillo,CCM,98,cuchillo; box,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC592,PT_TR,,Ch'olti',noun,cho,cho,,precious thing,cosa preciosa; como casa de inestimable valor,CCM,98,cosa presiosa; cho; como casa de inestimable balor,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC593,BP_SH,,Ch'olti',noun,pemehc,pemehk,,shell,concha,CCM,98,concha; pemehc,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC594,PA_MA,,Ch'olti',transitive verb,çaca,saka,,to heal,curar,CCM,98,curar; çaca,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC595,MT_WI,,Ch'olti',noun,baibai,b'ayb'ay,,reasonable; fair,cosa razonable,CCM,98,cosa rasonable; baibai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC596,DF_RF,,Ch'olti',noun,çaclahte,saklahte',,roof beam,calzonte,CCM,98,calsonte; çaclahte; zaclalte,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC597,DF_RF,,Ch'olti',noun,zaclalte,saklalte',,roof beam,calzonte,CCM,98,calsonte; çaclahte; zaclalte,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN3839,PA_TO,KAUETYMON1851,Ch'olti',noun,çemet,semet,,comal,comal,CCM,98,comal; çemet,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC598,PA_RC,,Ch'olti',noun,chaham,chaham,,cord,cordel,CCM,98,cordel; chaham,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC599,FD_CO,,Ch'olti',transitive verb,chapa,chapa,,to cook (over fire),cocer al fuego,CCM,98,coser al fuego; chapa,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC600,AV_TR,,Ch'olti',noun,chelol,chelol,,evergreen tree,cojinicuil,CCM,98,cojinicuil; chelol,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC601,MT_FI,,Ch'olti',adjective,tzactael,tzactael,,complete,cabal,CCM,98,cabal; tzactael,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC602,AN_AN,,Ch'olti',noun,quinçu,kinsu,,agouti (rodent),cotuza,CCM,99,cotusa; quinçu; otros disen ahquinçu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC603,AN_AN,,Ch'olti',noun,ahquinçu,ahkinsu,,agouti (rodent),cotuza,CCM,99,cotusa; quinçu; otros disen ahquinçu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC604,SP_HW,,Ch'olti',noun,quinquin,k'ink'in,,ambient heat,calor natural; caliente,CCM,99,calor natural; quinquin; caliente; idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC605,SP_CP,,Ch'olti',adjective,chalan,chalan,,clear,cosa clara,CCM,99,cosa clara; chalan,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC606,PT_TR,,Ch'olti',noun,cho,cho,,precious thing,cosa preciosa; digna de toda estimación,CCM,99,cosa presiosa; cho; digna de toda estimasion,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN5028,FD_VE,KAUETYMON2276,Ch'olti',noun,chum,chum,,"pumpkin, squash","calabaza, ayote",CCM,99,calabaza; chum,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC607,CA_SE,,Ch'olti',transitive verb,chuiu,chuyu,,"to sew (e.g., clothing)",cose costura,CCM,99,cose costura; chuiu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC608,SR_SS,,Ch'olti',noun,com aic,kom aik,,short; small,cosa pequeña,CCM,99,cosa pequeña; com aic,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN5708,BP_SS,KAUETYMON2707,Ch'olti',noun,za£,sak,,itch,comezón,CCM,99,comeson; za£,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN3540,BP_PS,KAUETYMON1402,Ch'olti',noun,xiquil,xikil,,tickle,cosquillas,CCM,99,cosquillas; xiquil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV1848,FD_EA,KAUETYMON2457,Ch'olti',noun,cuxu,k'uxu,,"eat meat, bite","comer carne, morder",CCM,99,comer carne o mais; cuxu; o cacao,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC609,EM_PS,,Ch'olti',transitive verb,zuchoquin,suchokin,,to console,consolar en la aflicción,CCM,99,consolar en la aflicion; zuchoquin,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV1785,FD_SU,KAUETYMON2403,Ch'olti',transitive verb,tzubu,tzub'u,,suck,chupar,CCM,99,chupar; tzubu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC610,AN_AN,,Ch'olti',adjective,puchtun,puchtun,,castrated,castrado; capon,CCM,99,castrado; capon; puchtun; putztun,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC611,AN_AN,,Ch'olti',adjective,putztun,putztun,,castrated,castrado; capon,CCM,99,castrado; capon; puchtun; putztun,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC612,FD_EA,,Ch'olti',transitive verb,veel,we'el,,"to eat (e.g., bread, tortilla)",comer pan o tortilla,CCM,99,comer pan o tortilla; veel;comida; cuxuquib; cabactael,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC613,FD_EA,,Ch'olti',transitive verb,cuxuquib,k'uxukib',,to eat food,comer comida,CCM,99,comer pan o tortilla; veel;comida; cuxuquib; cabactael,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC614,FD_EA,,Ch'olti',transitive verb,cabactael,kab'ak'tael,,to eat food,comer comida,CCM,99,comer pan o tortilla; veel;comida; cuxuquib; cabactael,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUA712,SR_ND,KAUETYMON2853,Ch'olti',adjective,hai,hay,,slim,delgado,CCM,99,cosa delgada; hai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC615,DF_RF,,Ch'olti',noun,maquib,makib',,ridgepole,caballete; el palo de la caballete,CCM,99,caballete; maquib; u-hol ahau; el palo de le caballete,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC616,DF_RF,,Ch'olti',noun,u-hol ahau,uhol ahaw,,ridgepole,caballete; el palo de la caballete,CCM,99,caballete; maquib; u-hol ahau; el palo de le caballete,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC617,MK_MW,,Ch'olti',transitive verb,yxquiel,ixkiel,,to marry (a woman),casarse; tomar mujer,CCM,99,casarse; yxquiel; vº neº tomar muger,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC618,MK_MW,,Ch'olti',adjective,yxquinbil,ixkinb'il,,married (to a woman),casado,CCM,99,casado; yxquinbil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC619,MK_WI,,Ch'olti',,laqui ixic,laki ixik,,to marry second wife; woman,"casarse segunda vez; tomar, añadir segunda mujer.",CCM,99,casarse segunda bes; laqui ixic; tomar; añadir segunda mr.,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC620,FD_EA,,Ch'olti',transitive verb,maca,maka,,"to eat (e.g., fruit)",comer fruta; dulce y todo lo que se masca,CCM,99,comer fruta; maca; dulse i todo lo que se masca,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV2047,EM_PS,KAUETYMON2576,Ch'olti',noun,luhbiel ,luhb'iel ,,get tired,cansarse,CCM,99,cansansio; luhbiel vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC621,SR_FS,,Ch'olti',adjective,nicnic,niknik,,fixed; immobile,cosa fija que no se menea,CCM,99,cosa fija q~ no se menea; nicnic,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC622,LM_AC,,Ch'olti',transitive verb,pana,pana,,to confess,confesar,CCM,99,confesar; pana; de panzael neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC623,LM_AC,,Ch'olti',transitive verb,panzael,pansael,,to confess,confesar,CCM,99,confesar; pana; de panzael neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC624,SO_NT,,Ch'olti',noun,ahpalte,ahpalte',,carpenter,carpintero,CCM,99,carpintero; ahpalte,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC625,PA_MA,,Ch'olti',noun,pacte,pakte',,to form a crowd,congregar gente,CCM,99,congregar jente; pacte,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC626,SO_GU,,Ch'olti',transitive verb,ahpai,ahpay,,someone who invites/shares,convidar,CCM,99,conuidador; ahpai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC627,RB_SO,,Ch'olti',noun,pom,pom,,copal (resin for burning/ worship),copal,CCM,99,copal; pom,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUA697,SP_TD,KAUETYMON2850,Ch'olti',adjective,tat,tat,,thick,espeso,CCM,99,cosa espesa; tat; de talauel; vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC628,SP_TD,,Ch'olti',,talauel,talawel,,thick,cosa espesa,CCM,99,cosa espesa; tat; de talauel; vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC629,EM_BL,,Ch'olti',noun,tahnal,tahnal,,blame,culpa,CCM,99,culpa; tahnal,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC630,AN_AN,,Ch'olti',transitive verb,catzi,katzi,,to hole up (animals),cubrirse animales,CCM,99,cubrirse animales; catzi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN1502,AN_BI,KAUETYMON654,Ch'olti',transitive verb,tel,tel,,crest (of all birds),cresta (de toda ave),CCM,99,cresta de toda acu; tel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC631,MT_FS,,Ch'olti',adjective,tzitib,tzitib',,curious,curioso,CCM,99,curioso; tzitib,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC632,MT_FS,,Ch'olti',adjective,bacachil,bakachil,,difficult,cosa dificultosa,CCM,100,cosa dificultosa; bacachil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC633,SP_HW,,Ch'olti',transitive verb,ticaulez,tikawles,,to heat,calentar,CCM,100,calentar; ticaulez; de ticauel vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC634,SP_HW,,Ch'olti',transitive verb,ticauel,tikawel,,to heat,calentar,CCM,100,calentar; ticaulez; de ticauel vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC635,AN_AN,,Ch'olti',noun,tot ,tot ,,large river snail,caracol grande; de río,CCM,100,caracol grande; tot; de rrio,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC636,BP_TS,,Ch'olti',noun,tun,tun,,testicle,compañon,CCM,100,compañon; tun,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC637,CA_TR,,Ch'olti',noun,vex,wex,,pants (native),calzones,CCM,100,calsones; vex,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC638,PA_CU,,Ch'olti',transitive verb,vxu,uxu,,"to pick (e.g., fruit from tree)",coger del árbol,CCM,100,coger de el arbol; vxu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC639,SO_CU,,Ch'olti',noun,quexel,k'exel,,custom; use; exchange,costumbre; uso,CCM,100,costumbre; uso; quexel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC640,AN_AN,,Ch'olti',noun,xex,xex,,shrimp,camarones,CCM,100,camarones; xex,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC641,PA_CU,,Ch'olti',transitive verb,zete,sete,,to cut hair,cortar cabello,CCM,100,cortar cabello; zete; petze; choco,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC642,PA_CU,,Ch'olti',transitive verb,petze,petze,,to cut hair,cortar cabello,CCM,100,cortar cabello; zete; petze; choco,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC643,PA_CU,,Ch'olti',transitive verb,choco,choko,,to cut hair,cortar cabello,CCM,100,cortar cabello; zete; petze; choco,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN4025,LJ_PJ,KAUETYMON1912,Ch'olti',noun,tzalam ,tzalam ,,jail,cárcel,CCM,100,carcel; tzalam; cepo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC644,LJ_PJ,,Ch'olti',noun,cepo,cepo,,jail,cárcel,CCM,100,carcel; tzalam; cepo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC645,PA_MA,,Ch'olti',noun,zana,sana,,"to hang (e.g., a hammock)",colgar hamaca,CCM,100,colger hamaca; zana,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC646,AV_PN,,Ch'olti',noun,yu,yu,,corozo palm,corozo; los que han caído solo,CCM,100,coroso; yu; tuch; yu; sactuch; culumpix; los q~ an caido solo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
